record_id,effect_number,duration,ritual,object_type,raw_argument,modifiers_mask,range_base,range_per_level,range_strength_divisor,area_base,area_per_level,area_battlefield_pct
381,2,,,Weapon,5,1.09958E+12,0,,,0,,
382,2,,,Weapon,1,2.74947E+11,,,1,0,,
383,2,,,Weapon,-3,97,25,,,0,,
384,103,,,Weapon,5,9.0072E+15,0,,,0,,
385,103,,,Weapon,10,9.0072E+15,0,,,0,,
386,2,,,Weapon,0,5.49756E+11,0,,,0,,
387,3,,,Weapon,30,4096,0,,,0,,
388,2,,,Weapon,3,2.74878E+11,0,,,0,,
389,2,,,Weapon,5,2.74878E+11,0,,,0,,
390,2,,,Weapon,4,5.49756E+11,0,,,0,,
391,2,,,Weapon,11,2.74878E+11,0,,,0,,
392,2,,,Weapon,4,5.49756E+11,0,,,0,,
393,2,,,Weapon,16,128,0,,,0,,
394,11,,,Weapon,258,0,0,,,0,,
395,2,,,Weapon,12,1.09951E+12,0,,,0,,
396,2,,,Weapon,5,536875136,0,,,5,,
397,2,,,Weapon,0,5.49892E+11,0,,,0,,
398,2,,,Weapon,-10,2.75014E+11,0,,,0,,
399,2,,,Weapon,2,1.09965E+12,0,,,0,,
400,2,,,Weapon,2,3.60288E+16,0,,,0,,
401,2,,,Weapon,999,131456,0,,,0,,
402,24,,,Weapon,6,5.49756E+11,0,,,0,,
403,11,,,Weapon,128,142757888,25,,,0,,
404,2,,,Weapon,0,1.09965E+12,0,,,0,,
405,2,,,Weapon,5,4.61169E+18,25,,,0,,
406,2,,,Weapon,4,1.09958E+12,,,1,0,,
407,2,,,Weapon,1,2.74945E+11,,,1,0,,
408,2,,,Weapon,0,1.09965E+12,0,,,0,,
409,2,,,Weapon,12,576,0,,,1,,
410,2,,,Weapon,0,5.49756E+11,0,,,0,,
411,3,,,Weapon,10,128,0,,,1,,
412,2,,,Weapon,13,1.09951E+12,0,,,0,,
413,3,,,Weapon,20,128,0,,,0,,
414,11,,,Weapon,1,4224,0,,,0,,
415,2,,,Weapon,-5,1.09965E+12,0,,,0,,
416,11,,,Weapon,0,134221824,0,,,1,,
417,2,,,Weapon,22,1.09965E+12,0,,,0,,
418,2,,,Weapon,0,3.6284E+13,0,,,1,,
419,2,,,Weapon,-3,18561,40,,,0,,
420,2,,,Weapon,-3,5.49758E+11,0,,,0,,
421,11,,,Weapon,0,0,0,,,0,,
422,2,,,Weapon,0,2.30584E+18,55,,,0,,
423,2,,,Weapon,0,2.75014E+11,0,,,0,,
424,2,,,Weapon,8,5.49758E+11,,,3,0,,
425,2,,,Weapon,8,5.49756E+11,,,3,0,,
426,2,,,Weapon,11,1.37439E+12,0,,,0,,
427,2,,,Weapon,7,5.49758E+11,0,,,0,,
428,2,,,Weapon,4,5.49758E+11,0,,,0,,
429,2,,,Weapon,9,5.49758E+11,0,,,0,,
430,2,,,Weapon,16,1.37439E+12,0,,,0,,
431,11,,,Weapon,2,16384,0,,,1,,
432,11,,,Weapon,256,20480,0,,,1,,
433,2,,,Weapon,5,2.74878E+11,0,,,0,,
434,2,,,Weapon,10,4.61169E+18,45,,,0,,
435,11,,,Weapon,256,20480,0,,,3,,
436,107,,,Weapon,15,1.09951E+12,0,,,0,,
437,2,,,Weapon,12,2.75081E+11,0,,,0,,
438,2,,,Weapon,12,4.61169E+18,45,,,0,,
439,2,,,Weapon,9,4.61169E+18,40,,,0,,
440,97,,,Weapon,2,128,0,,,0,,
441,108,,,Weapon,-12,4096,0,,,0,,
442,108,,,Weapon,-11,4096,0,,,0,,
443,2,,,Weapon,0,5.49756E+11,0,,,0,,
444,2,,,Weapon,14,1.09951E+12,0,,,0,,
445,2,,,Weapon,8,2.74878E+11,0,,,0,,
446,2,,,Weapon,2,5.49758E+11,0,,,0,,
447,2,,,Weapon,14,2.75014E+11,0,,,0,,
448,2,,,Weapon,2,4224,0,,,0,,
449,103,,,Weapon,20,9.0072E+15,0,,,0,,
450,109,,,Weapon,1,3.6284E+13,0,,,0,,
451,2,,,Weapon,4,1.64927E+12,0,,,0,,
452,2,,,Weapon,3,2.7488E+11,,,1,0,,
453,11,,,Weapon,0,4.39818E+12,0,,,0,,
454,2,,,Weapon,9,1.37439E+12,0,,,0,,
455,2,,,Weapon,10,1.37439E+12,0,,,0,,
456,4,,,Weapon,4,9.0072E+15,40,,,5,,
457,2,,,Weapon,8,2.30584E+18,0,,,0,,
458,2,,,Weapon,8,96,0,,,0,,
459,24,,,Weapon,2,134217856,15,,,0,,
460,66,,,Weapon,5,268439688,0,,,0,,
461,122,,,Weapon,-5,136314881,0,,,1,,
462,2,,,Weapon,2,2.75012E+11,0,,,0,,
463,2,,,Weapon,10,4.61169E+18,40,,,0,,
464,2,,,Weapon,4,2.74878E+11,0,,,0,,
465,2,,,Weapon,9,5.49756E+11,0,,,0,,
466,107,,,Weapon,8,1.09951E+12,0,,,0,,
467,2,,,Weapon,10,2.74878E+11,0,,,0,,
468,66,,,Weapon,5,528520,0,,,0,,
469,2,,,Weapon,9,1.09951E+12,0,,,0,,
470,2,,,Weapon,6,5.49756E+11,0,,,0,,
471,2,,,Weapon,25,5.49758E+11,15,,,0,,
472,2,,,Weapon,12,1.09951E+12,0,,,0,,
473,2,,,Weapon,5,2.74878E+11,0,,,0,,
474,2,,,Weapon,7,1.09951E+12,0,,,0,,
475,2,,,Weapon,5,2.77025E+11,0,,,0,,
476,73,,,Weapon,8,1.09951E+12,0,,,0,,
477,2,,,Weapon,6,1.09951E+12,0,,,0,,
478,2,,,Weapon,3,2.74878E+11,0,,,0,,
479,2,,,Weapon,7,1.09951E+12,0,,,0,,
480,66,,,Weapon,5,36992,0,,,0,,
481,2,,,Weapon,-3,4097,0,,,0,,
482,2,,,Weapon,4,2.30584E+18,0,,,0,,
483,2,,,Weapon,10,2.74878E+11,,,1,0,,
484,11,,,Weapon,2,8404992,50,,,0,,
485,2,,,Weapon,3,2.7488E+11,0,,,0,,
486,2,,,Weapon,16,2.75012E+11,0,,,0,,
487,104,,,Weapon,6,2.74878E+11,0,,,0,,
488,2,,,Weapon,0,2.75014E+11,0,,,0,,
489,2,,,Weapon,3,2.75014E+11,0,,,0,,
490,2,,,Weapon,-3,2.75014E+11,0,,,0,,
491,2,,,Weapon,-3,2.75014E+11,0,,,0,,
492,2,,,Weapon,12,2.74878E+11,20,,,0,,
493,2,,,Weapon,6,1.09958E+12,0,,,0,,
494,2,,,Weapon,15,1.09965E+12,0,,,0,,
495,2,,,Weapon,2,1.09965E+12,0,,,0,,
496,24,,,Weapon,1,1,0,,,0,,
497,24,,,Weapon,5,136,0,,,1,,
498,109,,,Weapon,-3,5.49758E+11,0,,,0,,
499,2,,,Weapon,1,5.49758E+11,0,,,0,,
500,109,,,Weapon,0,2.7488E+11,,,1,0,,
501,2,,,Weapon,1,5.49758E+11,0,,,0,,
502,109,,,Weapon,-2,5.49758E+11,0,,,0,,
503,2,,,Weapon,0,142610561,50,,,3,,
504,2,,,Weapon,25,4.5036E+16,50,,,5,,
505,116,,,Weapon,0,134217728,0,,,1,,
506,2,,,Weapon,10,1.09951E+12,0,,,0,,
507,2,,,Weapon,9,5.49756E+11,0,,,0,,
508,2,,,Weapon,12,1.37439E+12,0,,,0,,
509,3,,,Weapon,15,32832,0,,,1,,
510,73,,,Weapon,-2,1,0,,,0,,
511,2,,,Weapon,-3,5.49892E+11,0,,,0,,
512,2,,,Weapon,4,5.49758E+11,0,,,0,,
513,2,,,Weapon,5,1.09951E+12,0,,,0,,
514,2,,,Weapon,16,9.0072E+15,13,,,1,,
515,11,,,Weapon,0,128,0,,,1,,
516,2,,,Weapon,1,5.49758E+11,0,,,0,,
517,2003,,,Weapon,10,8320,0,,,1,,
518,2,,,Weapon,8,1.09951E+12,0,,,0,,
519,2,,,Weapon,3,2.74947E+11,0,,,0,,
520,2,,,Weapon,9,1.09951E+12,0,,,0,,
521,2,,,Weapon,21,1.09951E+12,0,,,0,,
522,2,,,Weapon,0,1.37452E+12,0,,,0,,
523,2,,,Weapon,7,1.09951E+12,0,,,0,,
524,2,,,Weapon,19,5.49756E+11,0,,,0,,
525,2,,,Weapon,13,4.61169E+18,55,,,0,,
526,2,,,Weapon,10,3,0,,,0,,
527,2,,,Weapon,7,1.09958E+12,0,,,0,,
528,11,,,Weapon,0,1.75922E+13,0,,,0,,
529,2,,,Weapon,0,1.09951E+12,0,,,0,,
530,11,,,Weapon,0,4.53562E+12,0,,,0,,
531,2,,,Weapon,7,2.74878E+11,0,,,0,,
532,2,,,Weapon,-5,5.49893E+11,0,,,1,,
533,2,,,Weapon,6,4.32346E+17,,,3,2,,
534,1002,,,Weapon,-3,4.32346E+17,,,3,4,,
535,4007,,,Weapon,-3,4.32346E+17,,,3,6,,
536,66,,,Weapon,12,8732692608,100,,,0,,
537,2,,,Weapon,0,2.88231E+17,,,1,0,,
538,2,,,Weapon,-4,5.49758E+11,0,,,0,,
539,2,,,Weapon,8,4.12453E+11,0,,,1,,
540,2,,,Weapon,4,5.49756E+11,0,,,0,,
541,2,,,Weapon,14,96,0,,,3,,
542,2,,,Weapon,10,2.19902E+12,0,,,0,,
543,109,,,Weapon,1,128,0,,,0,,
544,11,,,Weapon,0,9.0072E+15,0,,,0,,
545,109,,,Weapon,1,8.79623E+12,0,,,0,,
546,2,,,Weapon,8,5.49756E+11,,,3,0,,
547,2,,,Weapon,-5,5.49758E+11,0,,,0,,
548,2,,,Weapon,-5,2.74878E+11,0,,,0,,
549,2,,,Weapon,0,2.74878E+11,0,,,0,,
550,2,,,Weapon,-5,65,0,,,0,,
551,2,,,Weapon,0,1.09951E+12,0,,,0,,
552,2,,,Weapon,0,131201,0,,,0,,
553,2,,,Weapon,0,5.49758E+11,0,,,0,,
554,2,,,Weapon,10,1.09951E+12,0,,,0,,
555,24,,,Weapon,10,1.09951E+12,0,,,0,,
556,33,,,Weapon,5,1.09965E+12,0,,,0,,
557,2,,,Weapon,0,2.75012E+11,0,,,0,,
558,2,,,Weapon,0,1.09951E+12,0,,,0,,
559,2,,,Weapon,0,1.09951E+12,0,,,0,,
560,2,,,Weapon,2,1.09965E+12,0,,,0,,
561,2,,,Weapon,0,3.51844E+13,0,,,1,,
562,2,,,Weapon,0,5.49758E+11,0,,,0,,
563,2,,,Weapon,9,5.49756E+11,0,,,0,,
564,46,,,Weapon,20,129,0,,,0,,
565,2,,,Weapon,15,4.61169E+18,55,,,0,,
566,74,,,Weapon,12,4.61169E+18,50,,,0,,
567,2,,,Weapon,6,4.32346E+17,6,,,1,,
568,1002,,,Weapon,-3,4.32346E+17,6,,,2,,
569,4007,,,Weapon,-3,4.32346E+17,5,,,4,,
570,2,,,Weapon,18,1.09951E+12,0,,,0,,
571,2,,,Weapon,20,96,0,,,0,,
572,2,,,Weapon,3,2.30584E+18,0,,,0,,
573,2,,,Weapon,0,1.09965E+12,0,,,0,,
574,2,,,Weapon,0,5.49756E+11,0,,,0,,
575,109,,,Weapon,0,3.57343E+13,0,,,0,,
576,109,,,Weapon,0,1.09965E+12,0,,,0,,
577,2,,,Weapon,2,2.77027E+11,0,,,0,,
578,109,,,Weapon,1,3.54594E+13,0,,,0,,
579,2,,,Weapon,6,5.49756E+11,0,,,0,,
580,2,,,Weapon,2,2.7488E+11,0,,,0,,
581,2,,,Weapon,7,2.74878E+11,0,,,0,,
582,2,,,Weapon,-4,2.75014E+11,0,,,0,,
583,2,,,Weapon,1,1.09965E+12,0,,,0,,
584,2,,,Weapon,0,8407169,40,,,0,,
585,2,,,Weapon,7,8.24634E+11,0,,,0,,
586,74,,,Weapon,2,1.09965E+12,0,,,0,,
587,2,,,Weapon,0,5.49756E+11,0,,,0,,
588,2,,,Weapon,8,1.37439E+12,0,,,0,,
589,2,,,Weapon,-5,5.49892E+11,0,,,0,,
590,2,,,Weapon,5,2.74947E+11,0,,,0,,
591,109,,,Weapon,-3,5.49758E+11,0,,,0,,
592,2,,,Weapon,0,2.75014E+11,0,,,0,,
593,2,,,Weapon,4,8.24636E+11,0,,,0,,
594,2,,,Weapon,6,4.61169E+18,35,,,0,,
595,128,,,Weapon,100,9.04252E+15,0,,,0,,
596,2,,,Weapon,3,4.14668E+11,0,,,0,,
597,103,,,Weapon,10,9.0072E+15,0,,,0,,
598,2,,,Weapon,10,1.37439E+12,0,,,0,,
599,2,,,Weapon,-5,9.0094E+15,,,1,0,,
600,2,,,Weapon,5,2097217,0,,,0,,
601,2,,,Weapon,10,96,,,2,1,,
602,2,,,Weapon,4,5.49758E+11,0,,,0,,
603,2,,,Weapon,2,2.75012E+11,0,,,0,,
604,11,,,Weapon,0,128,0,,,1,,
605,2,,,Weapon,-3,5.49758E+11,,,1,0,,
606,2,,,Weapon,6,4.61169E+18,35,,,0,,
607,3,,,Weapon,10,640,0,,,0,,
608,107,,,Weapon,8,1.09951E+12,0,,,0,,
609,121,,,Weapon,0,8.79623E+12,0,,,0,,
610,2,,,Weapon,0,5.49756E+11,0,,,0,,
611,2,,,Weapon,3,2.74878E+11,0,,,0,,
612,2,,,Weapon,5,1.09951E+12,0,,,0,,
613,2,,,Weapon,9,4.61169E+18,40,,,0,,
614,2,,,Weapon,0,2.75014E+11,0,,,0,,
615,2,,,Weapon,15,5.49892E+11,0,,,0,,
616,2,,,Weapon,15,1.09951E+12,0,,,0,,
617,24,,,Weapon,7,5.49756E+11,0,,,0,,
618,24,,,Weapon,11,1.37439E+12,0,,,0,,
619,2,,,Weapon,0,2.7488E+11,,,1,0,,
620,2,,,Weapon,0,2.7488E+11,,,1,0,,
621,2,,,Weapon,9,1.09951E+12,0,,,0,,
622,11,,,Weapon,128,16384,0,,,0,,
623,2,,,Weapon,7,1.09951E+12,0,,,0,,
624,46,,,Weapon,25,2105472,0,,,0,,
625,2,,,Weapon,7,1.09951E+12,0,,,0,,
626,2,,,Weapon,9,1.09951E+12,0,,,0,,
627,11,,,Weapon,1,536875136,0,,,0,,
628,2,,,Weapon,-5,2097217,0,,,0,,
629,2,,,Weapon,-10,2.75014E+11,0,,,0,,
630,2,,,Weapon,2,1.09965E+12,0,,,0,,
631,2,,,Weapon,15,2.75014E+11,0,,,0,,
632,2,,,Weapon,10,2.75014E+11,0,,,0,,
633,2,,,Weapon,12,2.7488E+11,,,1,0,,
634,2,,,Weapon,0,1.09965E+12,0,,,0,,
635,2,,,Weapon,5,2.77092E+11,0,,,0,,
636,103,,,Weapon,5,9.0072E+15,0,,,0,,
637,2,,,Weapon,2,8.24703E+11,0,,,0,,
638,2,,,Weapon,1,2.74947E+11,0,,,0,,
639,2,,,Weapon,7,2.74947E+11,0,,,0,,
640,2,,,Weapon,1,2.7488E+11,,,1,0,,
641,2,,,Weapon,7,2.7488E+11,0,,,0,,
642,2,,,Weapon,7,2.74878E+11,0,,,0,,
643,2,,,Weapon,3,2.7488E+11,0,,,0,,
644,2,,,Weapon,3,2.7488E+11,0,,,0,,
645,2,,,Weapon,4,1.37439E+12,0,,,0,,
646,2,,,Weapon,5,1.09951E+12,0,,,0,,
647,2,,,Weapon,6,6.91753E+18,35,,,0,,
648,2,,,Weapon,8,8.24634E+11,0,,,0,,
649,2,,,Weapon,1,136314945,0,,,0,,
650,2,,,Weapon,4,5.49756E+11,0,,,0,,
651,2,,,Weapon,3,2.77027E+11,0,,,0,,
652,7,,,Weapon,10,3.53219E+13,0,,,1,,
653,2,,,Weapon,-2,5.49756E+11,0,,,0,,
654,7,,,Weapon,15,8256,0,,,0,,
655,66,,,Weapon,9,4224,0,,,0,,
656,2,,,Weapon,0,5.49756E+11,0,,,0,,
657,7,,,Weapon,25,8256,0,,,1,,
658,66,,,Weapon,12,4224,0,,,1,,
659,24,,,Weapon,6,5.49756E+11,0,,,0,,
660,11,,,Weapon,4096,4096,0,,,0,,
661,2,,,Weapon,7,5.49756E+11,0,,,0,,
662,3,,,Weapon,20,160,0,,,0,,
663,2,,,Weapon,6,5.49758E+11,0,,,0,,
664,2,,,Weapon,0,5.49758E+11,0,,,0,,
665,2,,,Weapon,5,1.37439E+12,0,,,0,,
666,2,,,Weapon,3,5.49758E+11,0,,,0,,
667,2,,,Weapon,3,5.49758E+11,0,,,0,,
668,2,,,Weapon,10,1.37439E+12,0,,,0,,
669,2,,,Weapon,4,2.7488E+11,0,,,0,,
670,2,,,Weapon,5,2.7488E+11,0,,,0,,
671,2,,,Weapon,1,2.7488E+11,0,,,0,,
672,109,,,Weapon,1,1.09965E+12,0,,,0,,
673,2,,,Weapon,9,1.37439E+12,0,,,0,,
674,2,,,Weapon,2,2.7488E+11,0,,,0,,
675,2,,,Weapon,7,1.09951E+12,0,,,0,,
676,2,,,Weapon,6,9.04252E+15,0,,,1,,
677,2,,,Weapon,-3,5.49758E+11,0,,,0,,
678,2,,,Weapon,22,4.61169E+18,100,,,0,,
679,2,,,Weapon,5,2.74947E+11,0,,,0,,
680,2,,,Weapon,5,2.7488E+11,0,,,0,,
681,2,,,Weapon,12,1.09951E+12,0,,,0,,
682,2,,,Weapon,11,5.49756E+11,0,,,0,,
683,2,,,Weapon,8,96,0,,,1,,
684,2,,,Weapon,10,96,0,,,0,,
685,2,,,Weapon,8,1.09951E+12,0,,,0,,
686,3,,,Weapon,10,640,0,,,1,,
687,2,,,Weapon,21,5.49756E+11,0,,,0,,
688,2002,,,Weapon,1,640,0,,,3,,
689,2,,,Weapon,9,1.09951E+12,0,,,0,,
690,11,,,Weapon,8192,1.1259E+15,0,,,0,,
691,2,,,Weapon,9,1.09951E+12,0,,,0,,
692,2,,,Weapon,5,5.49756E+11,0,,,0,,
693,2,,,Weapon,3,2.77025E+11,0,,,0,,
694,11,,,Weapon,2,0,0,,,0,,
695,2,,,Weapon,6,9.04252E+15,0,,,1,,
696,99,,,Weapon,999,1.44115E+17,6,,,4,,
697,2,,,Weapon,12,4.61169E+18,40,,,0,,
698,2,,,Weapon,8,1.09951E+12,0,,,0,,
699,128,,,Weapon,100,4.39805E+12,0,,,1,,
700,2,,,Weapon,8,1.09951E+12,0,,,0,,
701,2,,,Weapon,5,5.49756E+11,0,,,0,,
702,2,,,Weapon,22,1.09965E+12,0,,,0,,
703,2,,,Weapon,20,1.09965E+12,0,,,0,,
704,109,,,Weapon,1,2176,0,,,1,,
705,2,,,Weapon,5,2.74878E+11,0,,,0,,
706,2,,,Weapon,7,4.61169E+18,25,,,0,,
707,2,,,Weapon,5,1.09958E+12,0,,,0,,
708,2,,,Weapon,2,2.77027E+11,0,,,0,,
709,2,,,Weapon,0,4.41353E+17,12,,,1,,
710,2,,,Weapon,0,1.53122E+17,6,,,1,,
711,2,,,Weapon,8,2.30584E+18,0,,,0,,
712,2,,,Weapon,5,2.74878E+11,0,,,0,,
713,2,,,Weapon,5,5.49756E+11,0,,,0,,
714,2,,,Weapon,7,1.05691E+14,0,,,25,,
715,128,,,Weapon,100,7.47668E+13,0,,,50,,
716,107,,,Weapon,4,2.74878E+11,0,,,0,,
717,73,,,Weapon,5,1.89169E+17,10,,,50,,
718,2,,,Weapon,6,5.49756E+11,0,,,0,,
719,103,,,Weapon,0,9.0072E+15,0,,,0,,
720,2,,,Weapon,2,5.49758E+11,0,,,0,,
721,2,,,Weapon,9,2.75014E+11,35,,,0,,
722,2,,,Weapon,6,2.74878E+11,0,,,0,,
723,2,,,Weapon,6,5.49758E+11,,,1,0,,
724,2,,,Weapon,6,1.37439E+12,0,,,0,,
725,2,,,Weapon,1,5.4989E+11,0,,,0,,
726,2,,,Weapon,0,1.37452E+12,0,,,0,,
727,2,,,Weapon,0,4.32346E+17,6,,,1,,
728,2,,,Weapon,8,1.09951E+12,0,,,0,,
729,2,,,Weapon,4,5.49756E+11,0,,,0,,
730,2,,,Weapon,8,64,0,,,1,,
731,2,,,Weapon,5,5.49756E+11,0,,,0,,
732,2,,,Weapon,16,5.49892E+11,0,,,0,,
733,2,,,Weapon,4,2.74878E+11,0,,,0,,
734,2,,,Weapon,8,1.09951E+12,0,,,0,,
735,2,,,Weapon,-2,2.75014E+11,0,,,0,,
736,2,,,Weapon,0,2.88231E+17,0,,,0,,
737,2,,,Weapon,0,1.09951E+12,0,,,0,,
738,2,,,Weapon,5,2176,0,,,0,,
739,139,,,Weapon,1,3.54594E+13,0,,,0,,
740,109,,,Weapon,1,3.6284E+13,0,,,0,,
741,2,,,Weapon,3,2.7488E+11,0,,,0,,
742,2,,,Weapon,0,2.7488E+11,0,,,0,,
743,2,,,Weapon,0,1.09965E+12,0,,,0,,
744,2,,,Weapon,9,1.09958E+12,0,,,0,,
745,2,,,Weapon,2,5.49756E+11,0,,,0,,
746,2,,,Weapon,7,1.09958E+12,0,,,0,,
747,2,,,Weapon,-2,5.49756E+11,0,,,0,,
748,99,,,Weapon,999,4224,0,,,0,,
749,2,,,Weapon,7,1.09951E+12,0,,,0,,
750,2,,,Weapon,7,1.09951E+12,0,,,0,,
751,2,,,Weapon,4,1.37439E+12,0,,,0,,
752,2,,,Weapon,9,9.05132E+15,0,,,1,,
753,2,,,Weapon,4,1.23709E+12,0,,,0,,
754,2,,,Weapon,-3,1.09951E+12,0,,,1,,
755,2,,,Weapon,0,1.09965E+12,0,,,0,,
756,2,,,Weapon,2,1.09965E+12,0,,,0,,
757,2,,,Weapon,6,1.09951E+12,0,,,0,,
758,2,,,Weapon,0,1.37452E+12,0,,,0,,
759,2,,,Weapon,8,2.75014E+11,40,,,0,,
760,2,,,Weapon,4,5.49756E+11,0,,,0,,
761,142,,,Weapon,1,3.53219E+13,0,,,1,,
762,2,,,Weapon,10,96,0,,,1,,
